File Name;Execution;Number of vertices;Number of edges;Min count;Max count;Block Ordering;Random guess;Random distance;Random hit;Predictor guess;Predictor distance;Predictor hit;Profile guess;Profile distance;Profile hit;Benchmark link
extr_reactosbaseapplicationsmstscbsops.c_bs_copy_mem.c;0;7;9;1;32;"7;9;36;38;0;35;43";"35;9;36;43;7;38;0";10;0,5238;"36;7;38;9;0;35;43";3;0,8571;"7;9;36;38;0;35;43";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsmstscbsops.c_bs_copy_mem.c
extr_reactosbaseapplicationsmstscbsops.c_bs_copy_mem.c;1;7;9;1;3;"36;38;7;0;35;43;9";"35;9;36;43;7;38;0";13;0,3810;"36;7;38;9;0;35;43";4;0,8095;"7;9;36;38;0;35;43";7;0,6667;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsmstscbsops.c_bs_copy_mem.c
extr_reactosbaseapplicationsmstscbsops.c_bs_copy_memb.c;0;7;9;1;32;"12;15;42;44;0;41;49";"41;15;42;49;12;44;0";10;0,5238;"12;42;15;44;0;41;49";1;0,9524;"12;15;42;44;0;41;49";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsmstscbsops.c_bs_copy_memb.c
extr_reactosbaseapplicationsmstscbsops.c_bs_copy_memb.c;1;7;9;1;3;"42;12;44;0;15;41;49";"41;15;42;49;12;44;0";12;0,4286;"12;42;15;44;0;41;49";3;0,8571;"12;15;42;44;0;41;49";4;0,8095;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsmstscbsops.c_bs_copy_memb.c
extr_reactosbaseapplicationsmstscorders.c_process_compressed_8x8_brush_data.c;0;16;20;1;16384;"23;25;37;15;17;39;12;14;42;44;9;11;46;47;0;49";"11;37;0;47;14;49;23;42;12;25;39;44;46;9;15;17";70;0,4167;"23;25;37;15;17;39;12;14;42;44;9;11;46;47;0;49";0;1,0000;"23;25;37;15;17;39;12;14;42;44;9;11;46;47;0;49";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsmstscorders.c_process_compressed_8x8_brush_data.c
extr_reactosbaseapplicationsmstscssl_calls.c_mpAdd.c;0;11;14;0;256;"5;17;19;34;36;37;6;0;39;18;19_36.ce";"17;37;39;19_36.ce;5;19;36;0;34;6;18";21;0,6182;"5;19;36;37;6;17;18;19_36.ce;34;0;39";13;0,7636;"5;17;19;34;36;37;6;0;39;18;19_36.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsmstscssl_calls.c_mpAdd.c
extr_reactosbaseapplicationsmstscssl_calls.c_mpAdd.c;1;11;14;0;11;"5;17;19;34;36;37;6;0;39;18;19_36.ce";"17;37;39;19_36.ce;5;19;36;0;34;6;18";21;0,6182;"5;19;36;37;6;17;18;19_36.ce;34;0;39";13;0,7636;"5;17;19;34;36;37;6;0;39;18;19_36.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsmstscssl_calls.c_mpAdd.c
extr_reactosbaseapplicationsmstscssl_calls.c_mpCompare.c;0;11;15;0;256;"6;18;27;9;0;28;29;5;17;26;4";"6;28;29;18;4;17;27;0;26;5;9";22;0,6000;"6;9;18;27;0;29;5;4;28;17;26";7;0,8727;"6;18;27;9;0;28;29;5;17;26;4";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsmstscssl_calls.c_mpCompare.c
extr_reactosbaseapplicationsmstscssl_calls.c_mpCompare.c;1;11;15;0;11;"6;18;27;9;0;28;29;5;17;26;4";"6;28;29;18;4;17;27;0;26;5;9";22;0,6000;"6;9;18;27;0;29;5;4;28;17;26";7;0,8727;"6;18;27;9;0;28;29;5;17;26;4";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsmstscssl_calls.c_mpCompare.c
extr_reactosbaseapplicationsmstscssl_calls.c_mpSetDigit.c;0;5;6;1;10;"3;4;7;0;9";"7;4;9;0;3";6;0,4000;"3;4;7;0;9";0;1,0000;"3;4;7;0;9";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsmstscssl_calls.c_mpSetDigit.c
extr_reactosbaseapplicationsmstscssl_calls.c_mpSetEqual.c;0;5;6;1;256;"3;10;4;0;12";"10;4;12;0;3";5;0,5000;"3;10;4;0;12";0;1,0000;"3;10;4;0;12";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsmstscssl_calls.c_mpSetEqual.c
extr_reactosbaseapplicationsmstscssl_calls.c_mpSetEqual.c;1;5;6;1;11;"3;10;4;0;12";"10;4;12;0;3";5;0,5000;"3;10;4;0;12";0;1,0000;"3;10;4;0;12";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsmstscssl_calls.c_mpSetEqual.c
extr_reactosbaseapplicationsmstscssl_calls.c_mpSetZero.c;0;5;6;1;256;"2;3;6;0;8";"6;3;8;0;2";6;0,4000;"2;3;6;0;8";0;1,0000;"2;3;6;0;8";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsmstscssl_calls.c_mpSetZero.c
extr_reactosbaseapplicationsmstscssl_calls.c_mpSetZero.c;1;5;6;1;11;"2;3;6;0;8";"6;3;8;0;2";6;0,4000;"2;3;6;0;8";0;1,0000;"2;3;6;0;8";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsmstscssl_calls.c_mpSetZero.c
extr_reactosbaseapplicationsnetworknslookuputility.c_ExtractName.c;0;35;46;0;308;"44;46;54;56;59;20;22;29;31;43;61;67;0;0_19.ce;19;69;69split;70;74;75;77;77_81.ce;81;82;18;22_31.ce;33;33_37.ce;35;37;46_56.ce;61_69.ce;75.le;75_82.ce;79";"19;33;61_69.ce;69;0_19.ce;75.le;74;75;37;46_56.ce;20;54;77;69split;35;22_31.ce;75_82.ce;44;0;82;46;33_37.ce;61;29;67;79;59;22;70;18;43;77_81.ce;81;56;31";352;0,4084;"44;56;59;46;46_56.ce;54;20;22;31;74;22_31.ce;33;37;43;61;67;70;29;33_37.ce;35;0;19;75;82;75_82.ce;75.le;0_19.ce;18;69;77;81;61_69.ce;69split;77_81.ce;79";159;0,7328;"44;46;54;56;59;20;22;29;31;43;61;67;0;0_19.ce;19;69;69split;70;74;75;77;77_81.ce;81;82;18;22_31.ce;33;33_37.ce;35;37;46_56.ce;61_69.ce;75.le;75_82.ce;79";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsnetworknslookuputility.c_ExtractName.c
extr_reactosbaseapplicationsnetworknslookuputility.c_ExtractName.c;1;35;46;0;1;"0;0_19.ce;19;20;75;75.le;77;77_81.ce;81;82;18;22;22_31.ce;29;31;33;33_37.ce;35;37;43;44;46;46_56.ce;54;56;59;61;61_69.ce;67;69;69split;70;74;75_82.ce;79";"19;33;61_69.ce;69;0_19.ce;75.le;74;75;37;46_56.ce;20;54;77;69split;35;22_31.ce;75_82.ce;44;0;82;46;33_37.ce;61;29;67;79;59;22;70;18;43;77_81.ce;81;56;31";274;0,5395;"44;56;59;46;46_56.ce;54;20;22;31;74;22_31.ce;33;37;43;61;67;70;29;33_37.ce;35;0;19;75;82;75_82.ce;75.le;0_19.ce;18;69;77;81;61_69.ce;69split;77_81.ce;79";321;0,4605;"44;46;54;56;59;20;22;29;31;43;61;67;0;0_19.ce;19;69;69split;70;74;75;77;77_81.ce;81;82;18;22_31.ce;33;33_37.ce;35;37;46_56.ce;61_69.ce;75.le;75_82.ce;79";254;0,5731;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbaseapplicationsnetworknslookuputility.c_ExtractName.c
extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniGetSectionNameSize.c;0;21;27;0;10;"20;22;27;33;35;0;15;18;3;37;37.le;4;9;14;16;18.le;22_32.ce;32;32split;4_14.ce;9_14.ce";"4_14.ce;18.le;18;37;3;9_14.ce;37.le;35;22;32;9;33;22_32.ce;15;20;14;4;27;0;16;32split";116;0,4476;"3;4;14;16;20;22;4_14.ce;9;27;9_14.ce;33;35;0;18;37;18.le;32;37.le;22_32.ce;15;32split";81;0,6143;"20;22;27;33;35;0;15;18;3;37;37.le;4;9;14;16;18.le;22_32.ce;32;32split;4_14.ce;9_14.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniGetSectionNameSize.c
extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniGetSettingNameSize.c;0;21;27;0;11;"19;21;26;32;34;0;15;18;3;36;36.le;4;9;14;16;18.le;21_31.ce;31;31split;4_14.ce;9_14.ce";"4_14.ce;18.le;18;36;3;9_14.ce;36.le;34;21;31;9;32;21_31.ce;15;19;14;4;26;0;16;31split";116;0,4476;"3;4;14;16;19;21;4_14.ce;9;26;9_14.ce;32;34;0;18;36;18.le;31;36.le;21_31.ce;15;31split";81;0,6143;"19;21;26;32;34;0;15;18;3;36;36.le;4;9;14;16;18.le;21_31.ce;31;31split;4_14.ce;9_14.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniGetSettingNameSize.c
extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniGetSettingValueSize.c;0;28;36;0;11;"20;22;29;35;36;0;10;16;19;38;38.le;39;4;5;51;51.le;53;10_15.ce;15;17;19.le;27;34;41;46;47;49;5_15.ce";"5;41;53;29;10;51;49;20;5_15.ce;17;35;22;46;36;47;15;19;38;34;4;0;19.le;27;10_15.ce;16;51.le;38.le;39";190;0,4974;"4;5;15;17;20;39;22;41;10;5_15.ce;29;47;49;10_15.ce;35;36;0;19;53;38;51;19.le;38.le;51.le;27;46;16;34";161;0,5741;"20;22;29;35;36;0;10;16;19;38;38.le;39;4;5;51;51.le;53;10_15.ce;15;17;19.le;27;34;41;46;47;49;5_15.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniGetSettingValueSize.c
extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniIsSetting.c;0;8;10;0;11;"3;11;12;4;0;14;16;9";"4;9;0;12;11;14;16;3";17;0,3929;"3;4;11;12;0;16;14;9";3;0,8929;"3;11;12;4;0;14;16;9";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniIsSetting.c
extr_reactosdll3rdpartylibtifftif_swab.c_TIFFSwabArrayOfTriples.c;0;4;5;1;11;"3;5;0;13";"5;13;0;3";4;0,3333;"3;5;0;13";0;1,0000;"3;5;0;13";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdll3rdpartylibtifftif_swab.c_TIFFSwabArrayOfTriples.c
extr_reactosdllcplpowercfgadvanced.c_FindActionIndex.c;0;8;10;0;11;"4;10;11;5;0;13;14;9";"5;9;0;11;10;13;14;4";17;0,3929;"4;5;10;11;0;14;13;9";3;0,8929;"4;10;11;5;0;13;14;9";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllcplpowercfgadvanced.c_FindActionIndex.c
extr_reactosdlldirectxwined3dx9_36font.c_make_pow2.c;0;7;9;0;8;"4;6;0;3;8;9;2";"4;3;6;9;2;8;0";7;0,6667;"4;6;0;9;2;3;8";4;0,8095;"4;6;0;3;8;9;2";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdlldirectxwined3dx9_36font.c_make_pow2.c
extr_reactosdlldirectxwined3dx9_36font.c_make_pow2.c;1;7;9;0;9;"4;6;0;3;8;9;2";"4;3;6;9;2;8;0";7;0,6667;"4;6;0;9;2;3;8";4;0,8095;"4;6;0;3;8;9;2";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdlldirectxwined3dx9_36font.c_make_pow2.c
extr_reactosdlldirectxwined3dx9_36font.c_make_pow2.c;2;7;9;0;5;"4;6;0;3;8;9;2";"4;3;6;9;2;8;0";7;0,6667;"4;6;0;9;2;3;8";4;0,8095;"4;6;0;3;8;9;2";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdlldirectxwined3dx9_36font.c_make_pow2.c
extr_reactosdlldirectxwined3dx9_36mesh.c_convert_fixed_to_float.c;0;4;5;1;256;"4;6;0;30";"6;30;0;4";4;0,3333;"4;6;0;30";0;1,0000;"4;6;0;30";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdlldirectxwined3dx9_36mesh.c_convert_fixed_to_float.c
extr_reactosdlldirectxwined3dx9_36mesh.c_convert_fixed_to_float.c;1;4;5;1;11;"4;6;0;30";"6;30;0;4";4;0,3333;"4;6;0;30";0;1,0000;"4;6;0;30";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdlldirectxwined3dx9_36mesh.c_convert_fixed_to_float.c
extr_reactosdlldirectxwined3dx9_36preshader.c_pres_dot.c;0;5;6;1;256;"3;13;4;0;15";"13;4;15;0;3";5;0,5000;"3;13;4;0;15";0;1,0000;"3;13;4;0;15";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdlldirectxwined3dx9_36preshader.c_pres_dot.c
extr_reactosdlldirectxwined3dx9_36preshader.c_pres_dot.c;1;5;6;1;11;"3;13;4;0;15";"13;4;15;0;3";5;0,5000;"3;13;4;0;15";0;1,0000;"3;13;4;0;15";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdlldirectxwined3dx9_36preshader.c_pres_dot.c
extr_reactosdlldirectxwined3dx9_36preshader.c_pres_dot.c;2;5;6;0;1;"0;15;3;13;4";"13;4;15;0;3";7;0,3000;"3;13;4;0;15";6;0,4000;"3;13;4;0;15";6;0,4000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdlldirectxwined3dx9_36preshader.c_pres_dot.c
extr_reactosdlldirectxwined3dx9_36texture.c_make_pow2.c;0;7;9;0;8;"4;6;0;3;8;9;2";"4;3;6;9;2;8;0";7;0,6667;"4;6;0;9;2;3;8";4;0,8095;"4;6;0;3;8;9;2";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdlldirectxwined3dx9_36texture.c_make_pow2.c
extr_reactosdlldirectxwined3dx9_36texture.c_make_pow2.c;1;7;9;0;9;"4;6;0;3;8;9;2";"4;3;6;9;2;8;0";7;0,6667;"4;6;0;9;2;3;8";4;0,8095;"4;6;0;3;8;9;2";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdlldirectxwined3dx9_36texture.c_make_pow2.c
extr_reactosdlldirectxwined3dx9_36texture.c_make_pow2.c;2;7;9;0;5;"4;6;0;3;8;9;2";"4;3;6;9;2;8;0";7;0,6667;"4;6;0;9;2;3;8";4;0,8095;"4;6;0;3;8;9;2";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdlldirectxwined3dx9_36texture.c_make_pow2.c
extr_reactosdllopenglglu32srclibutilmipmap.c_nearestPower.c;0;10;13;0;6;"5;8;12;13;0;10;16;4;3;7";"4;16;0;8;7;10;12;3;5;13";29;0,3556;"5;8;12;13;0;16;4;3;7;10";4;0,9111;"5;8;12;13;0;10;16;4;3;7";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllopenglglu32srclibutilmipmap.c_nearestPower.c
extr_reactosdllopenglglu32srclibutilmipmap.c_nearestPower.c;1;10;13;0;7;"5;8;12;13;0;10;16;4;3;7";"4;16;0;8;7;10;12;3;5;13";29;0,3556;"5;8;12;13;0;16;4;3;7;10";4;0,9111;"5;8;12;13;0;10;16;4;3;7";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllopenglglu32srclibutilmipmap.c_nearestPower.c
extr_reactosdllopenglglu32srclibutilmipmap.c_nearestPower.c;2;10;13;0;4;"5;12;13;8;0;16;4;7;10;3";"4;16;0;8;7;10;12;3;5;13";27;0,4000;"5;8;12;13;0;16;4;3;7;10";4;0,9111;"5;8;12;13;0;10;16;4;3;7";6;0,8667;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllopenglglu32srclibutilmipmap.c_nearestPower.c
extr_reactosdllopenglmesaimage.c_gl_flip_bytes.c;0;5;6;1;11;"2;3;30;0;32";"30;3;32;0;2";6;0,4000;"2;3;30;0;32";0;1,0000;"2;3;30;0;32";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllopenglmesaimage.c_gl_flip_bytes.c
extr_reactosdllopenglmesaimage.c_gl_swap4.c;0;5;6;1;11;"2;17;3;0;19";"17;3;19;0;2";5;0,5000;"2;17;3;0;19";0;1,0000;"2;17;3;0;19";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllopenglmesaimage.c_gl_swap4.c
extr_reactosdllopenglmesateximage.c_logbase2.c;0;9;12;0;8;"5;7;0;10;12;14;4;13;3";"5;4;7;12;3;10;14;0;13";13;0,6389;"5;7;0;14;10;4;3;12;13";5;0,8611;"5;7;0;10;12;14;4;13;3";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllopenglmesateximage.c_logbase2.c
extr_reactosdllopenglmesateximage.c_logbase2.c;1;9;12;0;9;"5;7;0;10;12;14;4;13;3";"5;4;7;12;3;10;14;0;13";13;0,6389;"5;7;0;14;10;4;3;12;13";5;0,8611;"5;7;0;10;12;14;4;13;3";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllopenglmesateximage.c_logbase2.c
extr_reactosdllopenglmesateximage.c_logbase2.c;2;9;12;0;5;"5;7;0;10;12;14;4;13;3";"5;4;7;12;3;10;14;0;13";13;0,6389;"5;7;0;14;10;4;3;12;13";5;0,8611;"5;7;0;10;12;14;4;13;3";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllopenglmesateximage.c_logbase2.c
extr_reactosdllwin32insengicif.c_copy_substring_null.c;0;14;19;0;255;"17;24;21;26;0;12;16;17_24.ce;30;32;8;10;14;6";"8;21;0;14;12;16;17;26;10;17_24.ce;24;30;32;6";36;0,6044;"17;24;26;21;17_24.ce;0;32;8;6;10;12;16;30;14";18;0,8022;"17;24;21;26;0;12;16;17_24.ce;30;32;8;10;14;6";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32insengicif.c_copy_substring_null.c
extr_reactosdllwin32insengicif.c_copy_substring_null.c;1;14;19;0;10;"17;24;21;26;0;12;16;17_24.ce;30;32;8;10;14;6";"8;21;0;14;12;16;17;26;10;17_24.ce;24;30;32;6";36;0,6044;"17;24;26;21;17_24.ce;0;32;8;6;10;12;16;30;14";18;0,8022;"17;24;21;26;0;12;16;17_24.ce;30;32;8;10;14;6";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32insengicif.c_copy_substring_null.c
extr_reactosdllwin32insengicif.c_copy_substring_null.c;2;14;19;0;1;"0;10;32;8;12;14;16;17;17_24.ce;21;24;26;30;6";"8;21;0;14;12;16;17;26;10;17_24.ce;24;30;32;6";27;0,7033;"17;24;26;21;17_24.ce;0;32;8;6;10;12;16;30;14";49;0,4615;"17;24;21;26;0;12;16;17_24.ce;30;32;8;10;14;6";49;0,4615;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32insengicif.c_copy_substring_null.c
extr_reactosdllwin32iphlpapiicmp.c_in_cksum.c;0;7;9;0;6;"4;5;0;10;10_15.ce;15;12";"10;5;10_15.ce;15;4;12;0";9;0,5714;"4;5;0;10;15;10_15.ce;12";1;0,9524;"4;5;0;10;10_15.ce;15;12";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32iphlpapiicmp.c_in_cksum.c
extr_reactosdllwin32iphlpapiicmp.c_in_cksum.c;1;7;9;0;0;"0;10;10_15.ce;12;15;4;5";"10;5;10_15.ce;15;4;12;0";12;0,4286;"4;5;0;10;15;10_15.ce;12";12;0,4286;"4;5;0;10;10_15.ce;15;12";11;0,4762;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32iphlpapiicmp.c_in_cksum.c
extr_reactosdllwin32iphlpapiicmp.c_in_cksum.c;2;7;9;0;0;"0;10;10_15.ce;12;15;4;5";"10;5;10_15.ce;15;4;12;0";12;0,4286;"4;5;0;10;15;10_15.ce;12";12;0,4286;"4;5;0;10;10_15.ce;15;12";11;0,4762;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32iphlpapiicmp.c_in_cksum.c
extr_reactosdllwin32jscriptregexp.c_GetCompactIndexWidth.c;0;5;6;0;1;"0;2;7;4;5";"5;4;7;0;2";9;0,1000;"2;4;5;0;7";5;0,5000;"0;2;7;4;5";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32jscriptregexp.c_GetCompactIndexWidth.c
extr_reactosdllwin32jscriptregexp.c_GetCompactIndexWidth.c;1;5;6;1;2;"2;0;4;5;7";"5;4;7;0;2";8;0,2000;"2;4;5;0;7";2;0,8000;"0;2;7;4;5";3;0,7000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32jscriptregexp.c_GetCompactIndexWidth.c
extr_reactosdllwin32jscriptregexp.c_GetCompactIndexWidth.c;2;5;6;0;1;"0;2;7;4;5";"5;4;7;0;2";9;0,1000;"2;4;5;0;7";5;0,5000;"0;2;7;4;5";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32jscriptregexp.c_GetCompactIndexWidth.c
extr_reactosdllwin32jscriptregexp.c_WriteCompactIndex.c;0;4;5;0;1;"0;3;9;5";"5;9;0;3";5;0,1667;"3;5;0;9";3;0,5000;"0;3;9;5";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32jscriptregexp.c_WriteCompactIndex.c
extr_reactosdllwin32jscriptregexp.c_WriteCompactIndex.c;1;4;5;0;1;"0;3;9;5";"5;9;0;3";5;0,1667;"3;5;0;9";3;0,5000;"0;3;9;5";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32jscriptregexp.c_WriteCompactIndex.c
extr_reactosdllwin32lpkbidi.c_SetDeferredRun.c;0;5;6;1;11;"4;10;7;0;12";"10;7;12;0;4";5;0,5000;"4;10;7;0;12";0;1,0000;"4;10;7;0;12";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32lpkbidi.c_SetDeferredRun.c
extr_reactosdllwin32lpkbidi.c_resolveParagraphs.c;0;13;17;0;256;"2;9;11;12;3;0;14;14_27.ce;27;2_9.ce;16;16_27.ce;22";"3;16;16_27.ce;12;2;11;14_27.ce;0;27;2_9.ce;9;22;14";35;0,5513;"2;9;11;12;2_9.ce;3;0;14;27;14_27.ce;16;16_27.ce;22";6;0,9231;"2;9;11;12;3;0;14;14_27.ce;27;2_9.ce;16;16_27.ce;22";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32lpkbidi.c_resolveParagraphs.c
extr_reactosdllwin32lpkbidi.c_resolveParagraphs.c;1;13;17;0;11;"2;9;11;12;3;0;14;14_27.ce;27;2_9.ce;16;16_27.ce;22";"3;16;16_27.ce;12;2;11;14_27.ce;0;27;2_9.ce;9;22;14";35;0,5513;"2;9;11;12;2_9.ce;3;0;14;27;14_27.ce;16;16_27.ce;22";6;0,9231;"2;9;11;12;3;0;14;14_27.ce;27;2_9.ce;16;16_27.ce;22";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32lpkbidi.c_resolveParagraphs.c
extr_reactosdllwin32lpkbidi.c_resolveParagraphs.c;2;13;17;0;1;"0;14;14_27.ce;2;27;2_9.ce;9;11;12;16;16_27.ce;22;3";"3;16;16_27.ce;12;2;11;14_27.ce;0;27;2_9.ce;9;22;14";53;0,3205;"2;9;11;12;2_9.ce;3;0;14;27;14_27.ce;16;16_27.ce;22";30;0,6154;"2;9;11;12;3;0;14;14_27.ce;27;2_9.ce;16;16_27.ce;22";26;0,6667;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32lpkbidi.c_resolveParagraphs.c
extr_reactosdllwin32lpklpk.c_PSM_FindLastPrefix.c;0;16;21;0;10;"6;24;24_39.ce;39;40;41;8;8_24.ce;0;43;14;14_24.ce;21;30;30_39.ce;37";"8;30;0;41;14;43;24;37;8_24.ce;24_39.ce;30_39.ce;39;40;6;14_24.ce;21";64;0,4667;"6;40;41;8;24;39;14;8_24.ce;24_39.ce;30;14_24.ce;21;30_39.ce;37;0;43";27;0,7750;"6;24;24_39.ce;39;40;41;8;8_24.ce;0;43;14;14_24.ce;21;30;30_39.ce;37";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32lpklpk.c_PSM_FindLastPrefix.c
extr_reactosdllwin32ole32clipboard.c_find_format_in_list.c;0;8;10;0;11;"4;13;14;5;0;16;17;11";"5;11;0;14;13;16;17;4";17;0,3929;"4;5;13;14;0;17;16;11";3;0,8929;"4;13;14;5;0;16;17;11";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32ole32clipboard.c_find_format_in_list.c
extr_reactosdllwin32oleaut32typelib.c_TLB_get_funcdesc_by_memberid.c;0;7;9;0;11;"5;12;6;0;15;16;11";"11;6;12;16;5;15;0";13;0,3810;"5;6;12;0;16;15;11";2;0,9048;"5;12;6;0;15;16;11";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32oleaut32typelib.c_TLB_get_funcdesc_by_memberid.c
extr_reactosdllwin32oleaut32typelib.c_TLB_get_vardesc_by_memberid.c;0;7;9;0;11;"5;12;6;0;15;16;11";"11;6;12;16;5;15;0";13;0,3810;"5;6;12;0;16;15;11";2;0,9048;"5;12;6;0;15;16;11";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32oleaut32typelib.c_TLB_get_vardesc_by_memberid.c
extr_reactosdllwin32oleaut32typelib.c_hash_guid.c;0;5;6;1;9;"2;3;9;0;11";"9;3;11;0;2";6;0,4000;"2;3;9;0;11";0;1,0000;"2;3;9;0;11";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_reactosdllwin32oleaut32typelib.c_hash_guid.c
